test,page,strategy,visitnumber,ttr,datafetch,databulkload,templateparse,latency,bandwidth,date
Test,Wiki,Flying Templates,17,296,21,0,10,1,1,2010-02-09 22:44:41.844342-05
Test,Wiki,Flying Templates,1,248,25,0,10,1,1,2010-02-09 22:44:42.936739-05
Test,Wiki,Flying Templates,2,296,26,0,10,1,1,2010-02-09 22:44:44.075194-05
Test,Wiki,Flying Templates,3,249,23,0,11,1,1,2010-02-09 22:44:45.157751-05
Test,Wiki,Flying Templates,5,304,23,0,10,1,1,2010-02-09 22:44:53.111121-05
Test,Wiki,Flying Templates,8,292,22,0,10,1,1,2010-02-09 22:44:58.702313-05
Test,Wiki,Flying Templates,9,323,22,0,10,1,1,2010-02-09 22:44:59.865455-05
Test,Wiki,Flying Templates,10,248,23,0,10,1,1,2010-02-09 22:45:05.454215-05
Test,Wiki,Flying Templates,13,305,23,0,10,1,1,2010-02-09 22:45:11.098292-05
Test,Wiki,Flying Templates,15,310,23,0,10,1,1,2010-02-09 22:45:13.39819-05
Test,Wiki,Flying Templates,2,320,23,0,10,1,1,2010-02-09 22:45:24.718491-05
Test,Wiki,Flying Templates,4,324,23,0,10,1,1,2010-02-09 22:45:29.242101-05
Test,Wiki,Flying Templates,5,353,24,0,10,1,1,2010-02-09 22:45:32.673584-05
Test,Wiki,Flying Templates,15,327,24,0,10,1,1,2010-02-09 22:44:32.859165-05
Test,Wiki,Flying Templates,17,253,22,0,11,1,1,2010-02-09 22:44:38.424967-05
Test,Wiki,Flying Templates,17,284,24,0,10,1,1,2010-02-09 22:44:40.703579-05
Test,Wiki,Flying Templates,3,317,24,0,10,1,1,2010-02-09 22:44:46.324771-05
Test,Wiki,Flying Templates,3,251,22,0,11,1,1,2010-02-09 22:44:47.412104-05
Test,Wiki,Flying Templates,5,325,23,0,10,1,1,2010-02-09 22:44:50.800903-05
Test,Wiki,Flying Templates,5,244,23,0,10,1,1,2010-02-09 22:44:54.179149-05
Test,Wiki,Flying Templates,7,312,23,0,11,1,1,2010-02-09 22:44:57.578419-05
Test,Wiki,Flying Templates,9,257,23,0,11,1,1,2010-02-09 22:45:00.956337-05
Test,Wiki,Flying Templates,15,268,22,0,10,1,1,2010-02-09 22:45:14.497609-05
Test,Wiki,Flying Templates,4,257,23,0,10,1,1,2010-02-09 22:45:30.328803-05
Test,Wiki,Flying Templates,5,311,26,0,11,1,1,2010-02-09 22:45:31.47595-05
Test,Wiki,Flying Templates,6,321,23,0,10,1,1,2010-02-09 22:45:33.830184-05
Test,Wiki,Flying Templates,8,261,24,0,10,1,1,2010-02-09 22:45:39.363602-05
Test,Wiki,Flying Templates,12,240,23,0,10,1,1,2010-02-09 22:45:46.093088-05
Test,Wiki,Flying Templates,1,263,24,0,10,1,1,2010-02-09 22:45:50.582317-05
Test,Wiki,Flying Templates,1,313,23,0,10,1,1,2010-02-09 22:45:51.747982-05
